country,date,year,calendar_month,regime,inflation_yoy,stablecoin_exposure_l1_z,policy_restriction_intensity_l1_z,dlog_exchange_rate_eop_l1_z,fiscal_deficit_pct_gdp_l1_z,unemployment_rate_l1_z,current_account_deficit_pct_gdp_l1_z,broad_money_growth_l1_z,crypto_x_fx_z,fx_x_ca_deficit_z,fiscal_x_m2_z
Argentina,2019-01-01,2019,1,Restricted,7.766223917692568,-0.13826430117118466,0.6476885381006925,1.5230298564080254,-0.23415337472333597,-0.23413695694918055,1.5792128155073915,0.7674347291529088,-0.21058065875910534,2.405188267639936,-0.1796974317110429
Argentina,2019-02-01,2019,2,Restricted,3.7609542869750636,0.5425600435859647,-0.46341769281246226,-0.46572975357025687,0.24196227156603412,-1.913280244657798,-1.7249178325130328,-0.5622875292409727,-0.25268635539635914,0.8033455570652364,-0.13605236784839858
Argentina,2019-03-01,2019,3,Restricted,3.926039582937296,0.3142473325952739,-0.9080240755212111,-1.4123037013352917,1.465648768921554,-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-0.44381267095904775,-0.09537033342528203,-2.08818042514697
Argentina,2019-04-01,2019,4,Restricted,10.063163239273434,0.11092258970986608,-1.1509935774223028,0.37569801834567196,-0.600638689918805,-0.2916937497932768,-0.6017066122293969,1.8522781845089378,0.041673397143766715,-0.2260599818400721,-1.112549942108631
Argentina,2019-05-01,2019,5,Restricted,7.546747137533647,-1.0577109289559,0.822544912103189,-1.2208436499710222,0.2088635950047554,-1.9596701238797756,-1.3281860488984305,0.19686123586912352,1.2912996711207614,1.6215075037777504,0.041117145440704245
Argentina,2019-06-01,2019,6,Restricted,9.122217001186048,0.1713682811899705,-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-0.7198442083947086,-0.4606387709597875,1.0571222262189157,-0.05159962277308452,0.13870003626769997,-1.562978457970837
Argentina,2019-07-01,2019,7,Restricted,8.409813306279524,-1.763040155362734,0.324083969394795,-0.38508228041631654,-0.6769220003059587,0.6116762888408679,1.030999522495951,0.9312801191161986,0.6789155234926186,-0.39701964723087424,-0.6304040010773087
Argentina,2019-08-01,2019,8,Restricted,8.49417613842765,-0.3092123758512146,0.33126343140356396,0.9755451271223592,-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-1.1962066240806708,-0.30165062650757984,-1.0792796928566228,0.5731913973993427
Argentina,2019-09-01,2019,9,Restricted,4.627970263719738,1.356240028570823,-0.07201012158033385,1.0035328978920242,0.36163602504763415,-0.6451197546051243,0.36139560550841393,1.5380365664659692,1.3610314861088395,0.3626723792813014,0.5562094302746644
Argentina,2019-10-01,2019,10,Restricted,1.5601348977501135,1.564643655814006,-2.6197451040897444,0.8219025043752238,0.08704706823817134,-0.29900735046586785,0.0917607765355023,-1.9875689146008928,1.2859845391683373,0.07541841203794461,-0.17301204693733205
Argentina,2019-11-01,2019,11,Restricted,4.963941979176787,0.3571125715117464,1.477894044741516,-0.5182702182736474,-0.8084936028931876,-0.5017570435845365,0.9154021177020741,0.32875110965968446,-0.18508081038565632,-0.474425655349613,-0.2657931691038917
Argentina,2019-12-01,2019,12,Restricted,4.689928290788377,0.5132674331133561,0.09707754934804039,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,0.49717392788892717,-0.37981359827856753,1.0274651972719067
Argentina,2020-01-01,2020,1,Restricted,5.65728193124577,0.26105527217988933,0.0051134566424609,-0.23458713337514742,-1.4153707420504142,-0.42064532276535904,-0.3427145165267695,-0.8022772692216189,-0.061240207953149106,0.08039641599806444,1.1355197738683827
Argentina,2020-02-01,2020,2,Restricted,4.921208937884555,0.4040508568145384,1.8861859012105302,0.17457781283183896,0.257550390722764,-0.0744459157661671,-1.9187712152990415,-0.026513875449216878,0.07053831485551265,-0.33497488209159626,-0.006828658981520506
Argentina,2020-03-01,2020,3,Restricted,4.1954850112347195,2.463242112485286,-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-1.168678037619532,1.1428228145150205,0.7519330326867741,0.7427841125441713,0.3446151824752234,-0.026100926264388494
Argentina,2020-04-01,2020,4,Restricted,4.519078953401732,-0.9093874547947389,1.4027943109360992,-1.4018510627922809,0.5868570938002703,2.1904556258099785,-0.9905363251306883,-0.5662977296027719,1.274825769993972,1.3885844001188157,-0.332335839820374
Argentina,2020-05-01,2020,5,Restricted,9.676459573449657,-0.5034756541161992,-1.5506634310661327,0.06856297480602733,-1.0623037137261049,0.4735924306351816,-0.9194242342338034,1.5499344050175399,-0.034519788588617095,-0.06303846060782323,-1.6465010744819935
Argentina,2020-06-01,2020,6,Restricted,6.589798452823432,-0.3220615162056756,0.8135172173696698,-1.2308643164339552,0.22745993460412942,1.307142754282428,-1.6074832345612275,0.1846338585323042,0.39641402799418207,1.9785937526872486,0.041996805387465995
Argentina,2020-07-01,2020,7,Restricted,6.371480699706909,0.78182287177731,-1.236950710878082,-1.3204566130842763,0.5219415656168976,0.29698467323318606,0.25049285034587665,0.34644820949697586,-1.0323631812988892,-0.33076494076954277,0.18082572087002252
Argentina,2020-08-01,2020,8,Restricted,4.6121151260388045,0.23225369716100355,0.29307247329868125,-0.7143514180263678,1.8657745111447566,0.4738329209117875,-1.1913034972026486,0.6565536086338297,-0.16591075790882948,0.8510093425264831,1.2249809881891094
Argentina,2020-09-01,2020,9,Restricted,6.902668321053323,0.787084603742452,1.158595579007404,-0.8206823183517105,0.9633761292443218,0.4127809269364983,0.82206015999449,1.8967929826539474,-0.6459464173382929,-0.674650237928856,1.827325081606952
Argentina,2020-10-01,2020,10,Restricted,8.765885011491049,-0.7537361643574896,-0.8895144296255233,-0.8158102849654383,-0.07710170941410412,0.3411519748166435,0.27669079933001905,0.8271832490360238,0.61490571503324,-0.22572719984873774,-0.06377724249939003
Argentina,2020-11-01,2020,11,Restricted,-0.3360523285536132,1.4535340771573169,-0.2646568332379561,2.720169166589619,0.6256673477650062,-0.8571575564162826,-1.0708924980611123,0.4824724152431853,3.953858579270629,-2.9130087539579708,0.3018672364149805
Argentina,2020-12-01,2020,12,Restricted,7.135733490693362,0.7140004940920919,0.47323762457354485,-0.07282891265687277,-0.846793718068405,-1.5148472246858646,-0.4465149520670211,0.8563987943234723,-0.05199987962119697,0.03251919844407681,-0.7251931191944724
